,Date,Latitude,Longitude,Speed,Y,X,Z,speedbump
212,9/10/17 10:44,34.019637,-118.290345,5.33,-0.230164,0.02507,-1.025391,no
213,9/10/17 10:44,34.019637,-118.290345,5.33,-0.211472,0.043686,-1.050201,no
214,9/10/17 10:44,34.019637,-118.290345,5.33,-0.212662,0.019135,-1.040649,no
215,9/10/17 10:44,34.019637,-118.290345,5.33,-0.204102,0.060211,-0.9823,no
216,9/10/17 10:44,34.019637,-118.290345,5.33,-0.162125,0.050064,-0.995453,no
217,9/10/17 10:44,34.019637,-118.290345,5.33,-0.234741,0.048203,-1.012741,no
218,9/10/17 10:44,34.019637,-118.290345,5.33,-0.165634,0.026108,-1.005508,no
219,9/10/17 10:44,34.019637,-118.290345,5.33,-0.195175,0.098694,-0.979416,no
220,9/10/17 10:44,34.019637,-118.290345,5.33,-0.137772,0.062973,-1.017303,no
221,9/10/17 10:44,34.019637,-118.290345,5.33,-0.177277,0.027191,-1.006927,no
222,9/10/17 10:44,34.019666,-118.290353,2.75,-0.138153,0.040665,-1.028107,no
223,9/10/17 10:44,34.019666,-118.290353,2.75,-0.117798,0.05928,-1.00975,no
224,9/10/17 10:44,34.019666,-118.290353,2.75,-0.074997,0.054077,-0.995361,no
225,9/10/17 10:44,34.019666,-118.290353,2.75,-0.078201,0.063507,-1.007599,no
226,9/10/17 10:44,34.019666,-118.290353,2.75,-0.043533,0.051086,-1.031036,no
227,9/10/17 10:44,34.019666,-118.290353,2.75,-0.104156,0.047623,-0.975967,no
228,9/10/17 10:44,34.019666,-118.290353,2.75,-0.046417,0.053818,-1.019699,no
229,9/10/17 10:44,34.019666,-118.290353,2.75,-0.021927,0.063614,-1.017044,no
230,9/10/17 10:44,34.019666,-118.290353,2.75,-0.028564,0.066437,-0.980179,no
231,9/10/17 10:44,34.019666,-118.290353,2.75,0.008179,0.052139,-1.002762,no
232,9/10/17 10:44,34.019669,-118.29036,0.75,0.050369,0.056152,-1.020111,no
233,9/10/17 10:44,34.019669,-118.29036,0.75,0.071915,0.045929,-0.990067,no
234,9/10/17 10:44,34.019669,-118.29036,0.75,0.068893,0.033066,-0.981812,no
