,Batch id, time, Longitude, Latitude,x,y,z,velocity,x_raw,y_raw,z_raw,label,speedbump,pothole
10008,75,16:05.5,36.80013731,-1.27455566,-0.005,0.001,0,2.942838563,-0.450863777,0.073863777,0.903621259,0,0,0
10009,75,16:05.6,36.80013731,-1.27455566,-0.001,0.003,0.006,2.942838563,-0.554863777,0.385863777,1.527621259,0,0,0
10010,75,16:05.7,36.80013731,-1.27455566,0.006,0,0.01,2.942838563,0.045136223,0.385863777,2.527621259,0,0,0
10011,75,16:05.8,36.80013731,-1.27455566,-0.008,0.005,-0.025,2.942838563,-0.778863777,0.900863777,-0.047378741,0,0,0
10012,75,16:05.9,36.80013731,-1.27455566,0.003,-0.004,0.004,2.942838563,-0.469863777,0.488863777,0.364621259,0,0,0
10013,75,16:06.0,36.80013731,-1.27455566,0.004,-0.003,0.002,2.942838563,-0.053863777,0.176863777,0.572621259,0,0,0
10015,75,16:06.1,36.80014858,-1.274541,-0.004,0.01,-0.002,1.974976725,-0.469863777,1.216863777,0.364621259,0,0,0
10016,75,16:06.2,36.80014858,-1.274541,-0.002,0.001,-0.006,1.974976725,-0.677863777,1.320863777,-0.259378741,0,0,0
10017,75,16:06.3,36.80014858,-1.274541,0.004,0.001,0.009,1.974976725,-0.261863777,1.424863777,0.676621259,0,0,0
10018,75,16:06.4,36.80014858,-1.274541,0.002,-0.01,-0.018,1.974976725,-0.053863777,0.384863777,-1.195378741,0,0,0
10019,75,16:06.5,36.80014858,-1.274541,0.001,0.005,0.012,1.974976725,0.050136223,0.904863777,0.052621259,0,0,0
10020,75,16:06.6,36.80014858,-1.274541,-0.004,0.001,0.01,1.974976725,-0.361863777,1.007863777,1.082621259,0,0,0
10021,75,16:06.7,36.80014858,-1.274541,-0.005,0.008,-0.006,1.974976725,-0.881863777,1.839863777,0.458621259,0,0,0
10022,75,16:06.8,36.80014858,-1.274541,0.01,-0.008,0.013,1.974976725,0.148136223,1.015863777,1.797621259,0,0,0
10023,75,16:06.9,36.80014858,-1.274541,0.002,-0.007,0.001,1.974976725,0.356136223,0.287863777,1.901621259,0,0,0
10025,75,16:07.0,36.80015793,-1.27451952,-0.001,-0.005,-0.009,2.699309609,0.244136223,-0.272136223,0.893621259,0,0,0
10026,75,16:07.1,36.80015793,-1.27451952,-0.011,0.021,0.009,2.699309609,-0.921863777,1.953863777,1.847621259,0,0,0
10027,75,16:07.2,36.80015793,-1.27451952,0.007,-0.001,-0.001,2.699309609,-0.200863777,1.850863777,1.744621259,0,0,0
10028,75,16:07.3,36.80015793,-1.27451952,0.006,-0.013,0.011,2.699309609,0.423136223,0.498863777,2.888621259,0,0,0
10029,75,16:07.4,36.80015793,-1.27451952,-0.003,-0.001,0.001,2.699309609,0.111136223,0.394863777,2.992621259,0,0,0
10030,75,16:07.5,36.80015793,-1.27451952,-0.008,0.003,0,2.699309609,-0.712863777,0.703863777,2.992621259,0,0,0
10031,75,16:07.6,36.80015793,-1.27451952,0.002,0.005,-0.029,2.699309609,-0.508863777,1.213863777,0.034621259,0,0,0
10032,75,16:07.7,36.80015793,-1.27451952,0.01,-0.014,0.003,2.699309609,0.501136223,-0.200136223,0.337621259,0,0,0
10033,75,16:07.8,36.80015793,-1.27451952,-0.016,0.011,-0.009,2.699309609,-1.162863777,0.943863777,-0.598378741,0,0,0
10034,75,16:08.0,36.80015793,-1.27451952,-0.002,-0.002,0.009,2.699309609,-1.370863777,0.735863777,0.337621259,0,0,0
10036,75,16:08.1,36.80016464,-1.27450586,0.013,0.001,0.02,1.702415056,-0.018863777,0.839863777,2.417621259,0,0,0
10037,75,16:08.2,36.80016464,-1.27450586,0.012,-0.005,-0.002,1.702415056,1.217136223,0.324863777,2.211621259,0,0,0
10038,75,16:08.3,36.80016464,-1.27450586,-0.02,0.001,0,1.702415056,-0.862863777,0.428863777,2.211621259,0,0,0
10039,75,16:08.4,36.80016464,-1.27450586,-0.001,-0.007,-0.001,1.702415056,-0.967863777,-0.306136223,2.106621259,0,0,0
10040,75,16:08.5,36.80016464,-1.27450586,0.005,0.013,-0.008,1.702415056,-0.452863777,1.032863777,1.282621259,0,0,0
10041,75,16:08.6,36.80016464,-1.27450586,-0.004,0.001,-0.015,1.702415056,-0.868863777,1.136863777,-0.277378741,0,0,0
10042,75,16:08.7,36.80016464,-1.27450586,0.007,0.002,0.014,1.702415056,-0.147863777,1.342863777,1.164621259,0,0,0
10043,75,16:08.8,36.80016464,-1.27450586,0,-0.009,-0.01,1.702415056,-0.147863777,0.397863777,0.114621259,0,0,0
10044,75,16:08.9,36.80016464,-1.27450586,-0.005,0.011,-0.009,1.702415056,-0.662863777,1.530863777,-0.812378741,0,0,0
10045,75,16:09.0,36.80016464,-1.27450586,-0.004,-0.002,-0.004,1.702415056,-1.078863777,1.322863777,-1.228378741,0,0,0
10047,75,16:09.1,36.80015357,-1.27449106,0,0.002,-0.007,2.008723348,-1.078863777,1.530863777,-1.956378741,0,0,0
10048,75,16:09.2,36.80015357,-1.27449106,0.009,-0.002,0.008,2.008723348,-0.124863777,1.318863777,-1.108378741,0,0,0
10049,75,16:09.3,36.80015357,-1.27449106,-0.007,0.001,-0.01,2.008723348,-0.838863777,1.420863777,-2.128378741,0,0,0
10050,75,16:09.4,36.80015357,-1.27449106,0.021,0.024,0.024,2.008723348,1.366136223,3.940863777,0.391621259,0,0,0
10051,75,16:09.5,36.80015357,-1.27449106,-0.014,-0.014,0.01,2.008723348,-0.061863777,2.512863777,1.411621259,0,0,0
10052,75,16:09.6,36.80015357,-1.27449106,-0.009,-0.02,0.009,2.008723348,-0.997863777,0.432863777,2.347621259,0,0,0
10053,75,16:09.7,36.80015357,-1.27449106,-0.002,0.013,-0.02,2.008723348,-1.203863777,1.771863777,0.287621259,0,0,0
10054,75,16:17.9,36.79973817,-1.27441519,0,0,0,3.945183821,1.941086348,0.609952716,-0.257151212,0,0,0
10055,75,16:18.0,36.79973817,-1.27441519,0.008,-0.016,-0.02,3.945183821,2.613086348,-0.734047284,-1.937151212,0,0,0
10057,75,16:18.1,36.79967584,-1.27440702,-0.002,-0.006,0.012,3.945183821,2.405086348,-1.358047284,-0.689151212,0,0,0
10058,75,16:18.2,36.79967584,-1.27440702,-0.011,0.008,-0.008,3.945183821,1.261086348,-0.526047284,-1.521151212,0,0,0
10059,75,16:18.3,36.79967584,-1.27440702,0.008,-0.01,0.01,3.945183821,2.085086348,-1.556047284,-0.491151212,0,0,0
10060,75,16:18.4,36.79967584,-1.27440702,0.01,0.008,0.001,3.945183821,3.125086348,-0.724047284,-0.387151212,0,0,0
10061,75,16:18.5,36.79967584,-1.27440702,-0.012,0.018,-0.014,3.945183821,1.865086348,1.165952716,-1.857151212,0,0,0
10062,75,16:18.6,36.79967584,-1.27440702,0.027,-0.036,0.008,3.945183821,4.619086348,-2.506047284,-1.041151212,0,0,0
10063,75,16:18.7,36.79967584,-1.27440702,-0.01,-0.004,-0.009,3.945183821,3.579086348,-2.922047284,-1.977151212,0,0,0
10064,75,16:18.8,36.79967584,-1.27440702,-0.009,0.036,0.006,3.945183821,2.643086348,0.821952716,-1.353151212,0,0,0
10065,75,16:18.9,36.79967584,-1.27440702,-0.018,0.015,0.003,3.945183821,0.753086348,2.396952716,-1.038151212,0,0,0
10066,75,16:19.0,36.79961915,-1.27439366,-0.018,0.015,0.003,3.945183821,-1.100913652,3.941952716,-0.729151212,0,0,0
10067,75,16:19.0,36.79961915,-1.27439366,0.022,-0.044,-0.008,3.945183821,-0.968913652,3.677952716,-0.777151212,0,0,0
10068,75,16:19.1,36.79961915,-1.27439366,-0.009,0.017,-0.007,3.945183821,-1.886913652,5.411952716,-1.491151212,0,0,0
10069,75,16:19.2,36.79961915,-1.27439366,0.016,-0.026,0.024,3.945183821,-0.174913652,2.629952716,1.076848788,0,0,0
10070,75,16:19.3,36.79961915,-1.27439366,-0.022,0.046,-0.032,3.945183821,-2.396913652,7.275952716,-2.155151212,0,0,0
10071,75,16:19.4,36.79961915,-1.27439366,-0.002,-0.016,-0.001,3.945183821,-2.604913652,5.611952716,-2.259151212,0,0,0
10072,75,16:19.5,36.79961915,-1.27439366,0.005,-0.009,0.024,3.945183821,-2.089913652,4.684952716,0.212848788,0,0,0
10073,75,16:19.6,36.79961915,-1.27439366,0.004,-0.006,0.002,3.945183821,-1.673913652,4.060952716,0.420848788,0,0,0
10074,75,16:19.7,36.79961915,-1.27439366,0.006,0.015,0.006,3.945183821,-1.049913652,5.620952716,1.044848788,0,0,0
10075,75,16:19.8,36.79961915,-1.27439366,-0.018,0.011,-0.022,3.945183821,-2.921913652,6.764952716,-1.243151212,0,0,0
10076,75,16:19.9,36.79961915,-1.27439366,0.01,-0.013,0,3.945183821,-1.891913652,5.425952716,-1.243151212,0,0,0
10078,75,16:20.0,36.79955736,-1.27438918,0.012,-0.022,-0.008,3.945183821,-0.607913652,3.071952716,-2.099151212,0,0,0
10079,75,16:20.1,36.79955736,-1.27438918,-0.016,0.044,0.01,3.945183821,-2.239913652,7.559952716,-1.079151212,0,0,0
10080,75,16:20.2,36.79955736,-1.27438918,0.018,-0.042,0.004,3.945183821,-0.385913652,3.233952716,-0.667151212,0,0,0
10081,75,16:20.3,36.79955736,-1.27438918,-0.028,0.029,-0.016,3.945183821,-3.269913652,6.220952716,-2.315151212,0,0,0
10082,75,16:20.4,36.79955736,-1.27438918,0.011,-0.021,0.014,3.945183821,-2.158913652,4.099952716,-0.901151212,0,0,0
10083,75,16:20.6,36.79955736,-1.27438918,0.007,0,-0.009,3.945183821,-1.444913652,4.099952716,-1.819151212,0,0,0
10084,75,16:20.7,36.79955736,-1.27438918,-0.013,0.019,0,3.945183821,-2.796913652,6.075952716,-1.819151212,0,0,0
10085,75,16:20.8,36.79955736,-1.27438918,0.016,-0.011,0.03,3.945183821,-1.132913652,4.931952716,1.300848788,0,0,0
10086,75,16:20.9,36.79955736,-1.27438918,-0.017,0,-0.007,3.945183821,-2.900913652,4.931952716,0.572848788,0,0,0
10087,75,16:21.0,36.79955736,-1.27438918,0.016,-0.013,0.002,3.945183821,-1.252913652,3.592952716,0.778848788,0,0,0
10089,75,16:21.1,36.7994886,-1.27439117,-0.005,0.024,-0.025,3.945183821,-1.777913652,6.112952716,-1.846151212,0,0,0
10090,75,16:21.2,36.7994886,-1.27439117,-0.001,0.007,0.009,3.945183821,-1.881913652,6.840952716,-0.910151212,0,0,0
10091,75,16:21.3,36.7994886,-1.27439117,0.002,-0.03,0.002,3.945183821,-1.673913652,3.720952716,-0.702151212,0,0,0
10092,75,16:21.4,36.7994886,-1.27439117,-0.002,-0.005,-0.008,3.945183821,-1.879913652,3.205952716,-1.526151212,0,0,0
10093,75,16:21.5,36.7994886,-1.27439117,-0.008,0.026,0.002,3.945183821,-2.703913652,5.883952716,-1.320151212,0,0,0
10094,75,16:21.6,36.7994886,-1.27439117,-0.005,0.004,-0.023,3.945183821,-3.228913652,6.303952716,-3.735151212,0,0,0
10095,75,16:21.7,36.7994886,-1.27439117,0.008,-0.022,0.014,3.945183821,-2.404913652,4.037952716,-2.293151212,0,0,0
10096,75,16:21.8,36.7994886,-1.27439117,0.007,-0.004,0.015,3.945183821,-1.676913652,3.621952716,-0.733151212,0,0,0
10097,75,16:21.9,36.7994886,-1.27439117,-0.004,0.012,-0.013,3.945183821,-2.092913652,4.869952716,-2.085151212,0,0,0
10099,75,16:22.0,36.79942102,-1.27438843,-0.005,0.01,-0.002,3.945183821,-2.652913652,5.989952716,-2.309151212,0,0,0
10100,75,16:22.1,36.79942102,-1.27438843,-0.004,-0.011,-0.006,3.945183821,-3.056913652,4.878952716,-2.915151212,0,0,0
10101,75,16:22.2,36.79942102,-1.27438843,0.006,-0.01,0,3.945183821,-2.438913652,3.848952716,-2.915151212,0,0,0
10102,75,16:22.3,36.79942102,-1.27438843,0.001,0.01,0.008,3.945183821,-2.333913652,4.898952716,-2.075151212,0,0,0
10103,75,16:22.4,36.79942102,-1.27438843,0.003,0.001,-0.003,3.945183821,-2.027913652,5.000952716,-2.381151212,0,0,0
10104,75,16:22.5,36.79942102,-1.27438843,-0.001,0.005,0,3.945183821,-2.132913652,5.525952716,-2.381151212,0,0,0
10105,75,16:22.6,36.79942102,-1.27438843,-0.002,-0.003,0.007,3.945183821,-2.342913652,5.210952716,-1.646151212,0,0,0
10106,75,16:22.7,36.79942102,-1.27438843,0.001,-0.012,0.012,3.945183821,-2.240913652,3.986952716,-0.422151212,0,0,0
10107,75,16:22.8,36.79942102,-1.27438843,0.001,0.005,0.009,3.945183821,-2.136913652,4.506952716,0.513848788,0,0,0
10108,75,16:22.9,36.79942102,-1.27438843,-0.009,0.015,-0.004,3.945183821,-3.063913652,6.051952716,0.101848788,0,0,0
10110,75,16:23.0,36.79935195,-1.274391,0.014,-0.011,0.011,3.945183821,-1.593913652,4.896952716,1.256848788,0,0,0
10111,75,16:23.2,36.79935195,-1.274391,0.01,-0.012,0.003,3.945183821,-0.563913652,3.660952716,1.565848788,0,0,0
10112,75,16:23.3,36.79935195,-1.274391,-0.007,0.011,0,3.945183821,-1.291913652,4.804952716,1.565848788,0,0,0
10113,75,16:23.4,36.79935195,-1.274391,-0.005,0.007,-0.008,3.945183821,-1.811913652,5.532952716,0.733848788,0,0,0
10114,75,16:23.5,36.79935195,-1.274391,-0.004,0.002,0.008,3.945183821,-2.227913652,5.740952716,1.565848788,0,0,0
10115,75,16:23.6,36.79935195,-1.274391,-0.007,-0.01,-0.003,3.945183821,-2.948913652,4.710952716,1.256848788,0,0,0
10116,75,16:23.7,36.79935195,-1.274391,0.016,-0.007,-0.005,3.945183821,-1.284913652,3.982952716,0.736848788,0,0,0
10117,75,16:23.8,36.79935195,-1.274391,-0.005,0.022,-0.016,3.945183821,-1.804913652,6.270952716,-0.927151212,0,0,0
10118,75,16:23.9,36.79935195,-1.274391,-0.003,0,0.009,3.945183821,-2.116913652,6.270952716,0.008848788,0,0,0
10119,75,16:24.0,36.79935195,-1.274391,0,-0.008,-0.008,3.945183821,-2.116913652,5.438952716,-0.823151212,0,0,0
10121,75,16:24.1,36.79928619,-1.27439109,-0.004,-0.005,0.014,3.945183821,-2.528913652,4.923952716,0.618848788,0,0,0
10122,75,16:24.2,36.79928619,-1.27439109,0.008,-0.01,-0.004,3.945183821,-1.696913652,3.883952716,0.202848788,0,0,0
10123,75,16:24.3,36.79928619,-1.27439109,-0.001,0.014,-0.01,3.945183821,-1.800913652,5.339952716,-0.837151212,0,0,0
10124,75,16:24.4,36.79928619,-1.27439109,-0.009,0.008,0.003,3.945183821,-2.754913652,6.187952716,-0.519151212,0,0,0
10125,75,16:24.5,36.79928619,-1.27439109,0.005,-0.006,0.001,3.945183821,-2.244913652,5.575952716,-0.417151212,0,0,0
10126,75,16:24.6,36.79928619,-1.27439109,0.006,-0.017,-0.015,3.945183821,-1.626913652,3.824952716,-1.962151212,0,0,0
10127,75,16:24.7,36.79928619,-1.27439109,0,0.005,0,3.945183821,-1.626913652,4.344952716,-1.962151212,0,0,0
10128,75,16:24.8,36.79928619,-1.27439109,-0.004,0.015,0,3.945183821,-2.042913652,5.904952716,-1.962151212,0,0,0
10129,75,16:24.9,36.79928619,-1.27439109,-0.008,0.004,0.005,3.945183821,-2.874913652,6.320952716,-1.442151212,0,0,0
10131,75,16:25.0,36.79922851,-1.2743938,0.01,-0.017,0.005,3.945183821,-1.844913652,4.569952716,-0.927151212,0,0,0
10132,75,16:25.1,36.79922851,-1.2743938,0.001,-0.019,0.005,3.945183821,-1.740913652,2.593952716,-0.407151212,0,0,0
10133,75,16:25.2,36.79922851,-1.2743938,0.012,0.015,-0.018,3.945183821,-0.492913652,4.153952716,-2.279151212,0,0,0
10134,75,16:25.3,36.79922851,-1.2743938,-0.01,0.035,-0.002,3.945183821,-1.522913652,7.758952716,-2.485151212,0,0,0
10135,75,16:25.4,36.79922851,-1.2743938,-0.018,-0.007,0.006,3.945183821,-3.412913652,7.023952716,-1.855151212,0,0,0
10136,75,16:25.5,36.79922851,-1.2743938,0.005,-0.029,0.014,3.945183821,-2.897913652,4.036952716,-0.413151212,0,0,0
10137,75,16:25.6,36.79922851,-1.2743938,-0.005,0,-0.02,3.945183821,-3.417913652,4.036952716,-2.493151212,0,0,0
10138,75,16:25.7,36.79922851,-1.2743938,0.028,-0.001,-0.002,3.945183821,-0.533913652,3.933952716,-2.699151212,0,0,0
10139,75,16:25.8,36.79922851,-1.2743938,-0.01,0.029,-0.011,3.945183821,-1.573913652,6.949952716,-3.843151212,0,0,0
10140,75,16:26.0,36.79922851,-1.2743938,0.001,-0.024,0.008,3.945183821,-1.469913652,4.453952716,-3.011151212,0,0,0
10142,75,16:26.1,36.79916773,-1.27439754,-0.022,0.012,0.001,3.945183821,-3.757913652,5.701952716,-2.907151212,0,0,0
10143,75,16:26.2,36.79916773,-1.27439754,0.018,-0.038,0.024,3.945183821,-1.885913652,1.749952716,-0.411151212,0,0,0
10144,75,16:26.3,36.79916773,-1.27439754,0.007,0.03,-0.016,3.945183821,-1.157913652,4.869952716,-2.075151212,0,0,0
10145,75,16:26.4,36.79916773,-1.27439754,-0.014,0.045,0.001,3.945183821,-2.613913652,9.549952716,-1.971151212,0,0,0
10146,75,16:26.5,36.79916773,-1.27439754,0,-0.045,-0.006,3.945183821,-2.613913652,4.869952716,-2.595151212,0,0,0
10147,75,16:26.6,36.79916773,-1.27439754,-0.017,-0.027,0.012,3.945183821,-4.364913652,2.088952716,-1.359151212,0,0,0
10148,75,16:26.7,36.79916773,-1.27439754,0.022,0.012,0.011,3.945183821,-2.076913652,3.336952716,-0.215151212,0,0,0
10149,75,16:26.8,36.79916773,-1.27439754,0.007,0.041,-0.014,3.945183821,-1.355913652,7.559952716,-1.657151212,0,0,0
10150,75,16:26.9,36.79916773,-1.27439754,0.01,-0.023,-0.012,3.945183821,-0.295913652,5.121952716,-2.929151212,0,0,0
10151,75,16:27.0,36.79916773,-1.27439754,-0.013,-0.025,0.005,3.945183821,-1.621913652,2.571952716,-2.419151212,0,0,0
10153,75,16:27.1,36.79909898,-1.2744023,-0.009,0.018,0.012,3.945183821,-2.548913652,4.425952716,-1.183151212,0,0,0
10154,75,16:27.2,36.79909898,-1.2744023,0,0.017,-0.016,3.945183821,-2.548913652,6.193952716,-2.847151212,0,0,0
10155,75,16:27.3,36.79909898,-1.2744023,-0.005,-0.002,0,3.945183821,-3.068913652,5.985952716,-2.847151212,0,0,0
10156,75,16:27.4,36.79909898,-1.2744023,0.027,-0.028,0.012,3.945183821,-0.260913652,3.073952716,-1.599151212,0,0,0
10157,75,16:27.5,36.79909898,-1.2744023,-0.011,0.023,-0.014,3.945183821,-1.415913652,5.488952716,-3.069151212,0,0,0
10158,75,16:27.6,36.79909898,-1.2744023,0.002,-0.002,0.014,3.945183821,-1.209913652,5.282952716,-1.627151212,0,0,0
10159,75,16:27.7,36.79909898,-1.2744023,-0.021,0,-0.005,3.945183821,-3.414913652,5.282952716,-2.152151212,0,0,0
10160,75,16:27.8,36.79909898,-1.2744023,0.013,-0.01,0.008,3.945183821,-2.075913652,4.252952716,-1.328151212,0,0,0
10161,75,16:27.9,36.79909898,-1.2744023,-0.005,0.011,-0.022,3.945183821,-2.590913652,5.385952716,-3.594151212,0,0,0
10163,75,16:28.0,36.79903236,-1.27440815,0.023,-0.019,0.004,3.945183821,-0.221913652,3.428952716,-3.182151212,0,0,0
10164,75,16:28.1,36.79903236,-1.27440815,0.001,-0.013,-0.003,3.945183821,-0.115913652,2.050952716,-3.500151212,0,0,0
10165,75,16:28.2,36.79903236,-1.27440815,-0.007,0.05,0.001,3.945183821,-0.843913652,7.250952716,-3.396151212,0,0,0
10166,75,16:28.3,36.79903236,-1.27440815,-0.002,0.02,0.012,3.945183821,-1.047913652,9.290952716,-2.172151212,0,0,0
10167,75,16:28.4,36.79903236,-1.27440815,-0.02,-0.08,-0.003,3.945183821,-3.127913652,0.970952716,-2.484151212,0,0,0
10168,75,16:28.5,36.79903236,-1.27440815,0.027,-0.012,0.025,3.945183821,-0.292913652,-0.289047284,0.140848788,0,0,0
10169,75,16:28.7,36.79903236,-1.27440815,-0.017,0.086,-0.023,3.945183821,-2.060913652,8.654952716,-2.251151212,0,0,0
10170,75,16:28.8,36.79903236,-1.27440815,0,0.005,-0.012,3.945183821,-2.060913652,9.169952716,-3.487151212,0,0,0
10171,75,16:28.9,36.79903236,-1.27440815,-0.008,-0.031,0.019,3.945183821,-2.892913652,5.945952716,-1.511151212,0,0,0
10172,75,16:29.0,36.79903236,-1.27440815,-0.001,-0.04,0.018,3.945183821,-2.996913652,1.785952716,0.360848788,0,0,0
10174,75,16:29.1,36.79895632,-1.27441393,-0.001,0.017,-0.016,3.945183821,-3.099913652,3.536952716,-1.287151212,0,0,0
10175,75,16:29.2,36.79895632,-1.27441393,0.001,0.059,-0.013,3.945183821,-2.995913652,9.672952716,-2.639151212,0,0,0
10176,75,16:29.3,36.79895632,-1.27441393,0.024,-0.018,-0.002,3.945183821,-0.499913652,7.800952716,-2.847151212,0,0,0
10177,75,16:29.4,36.79895632,-1.27441393,0.011,-0.056,0.014,3.945183821,0.644086348,1.976952716,-1.391151212,0,0,0
10178,75,16:29.5,36.79895632,-1.27441393,-0.021,0.01,0.003,3.945183821,-1.518913652,3.006952716,-1.082151212,0,0,0
10179,75,16:29.6,36.79895632,-1.27441393,0.004,0.037,-0.009,3.945183821,-1.102913652,6.854952716,-2.018151212,0,0,0
10180,75,16:29.7,36.79895632,-1.27441393,-0.014,0.002,0,3.945183821,-2.558913652,7.062952716,-2.018151212,0,0,0
10181,75,16:29.8,36.79895632,-1.27441393,-0.01,-0.011,0.01,3.945183821,-3.598913652,5.918952716,-0.978151212,0,0,0
10182,75,16:29.9,36.79895632,-1.27441393,0.018,-0.012,-0.022,3.945183821,-1.726913652,4.670952716,-3.266151212,0,0,0
10183,75,16:30.0,36.79895632,-1.27441393,-0.001,0.01,0.01,3.945183821,-1.829913652,5.700952716,-2.236151212,0,0,0
10185,75,16:30.1,36.79887931,-1.27442051,0.023,-0.039,0.019,3.945183821,0.562086348,1.644952716,-0.260151212,0,0,0
10186,75,16:30.2,36.79887931,-1.27442051,-0.025,0.022,-0.013,3.945183821,-2.112913652,3.998952716,-1.651151212,0,0,0
10187,75,16:30.3,36.79887931,-1.27442051,-0.02,0.052,0.023,3.945183821,-4.112913652,9.198952716,0.648848788,0,0,0
10188,75,16:30.4,36.79887931,-1.27442051,0.032,-0.029,-0.005,3.945183821,-0.784913652,6.182952716,0.128848788,0,0,0
10189,75,16:30.5,36.79887931,-1.27442051,0.017,-0.042,0.009,3.945183821,0.932086348,1.940952716,1.037848788,0,0,0
10190,75,16:30.6,36.79887931,-1.27442051,-0.02,0.004,-0.019,3.945183821,-1.107913652,2.348952716,-0.900151212,0,0,0
10191,75,16:30.7,36.79887931,-1.27442051,-0.011,0.056,-0.009,3.945183821,-2.251913652,8.172952716,-1.836151212,0,0,0
10192,75,16:30.8,36.79887931,-1.27442051,-0.006,0.002,-0.004,3.945183821,-2.875913652,8.380952716,-2.252151212,0,0,0
10193,75,16:30.9,36.79887931,-1.27442051,0.015,-0.049,0.011,3.945183821,-1.330913652,3.333952716,-1.119151212,0,0,0
10195,75,16:31.0,36.79879907,-1.27443277,0.006,-0.003,-0.017,3.945183821,-0.718913652,3.027952716,-2.853151212,0,0,0
10196,75,16:31.1,36.79879907,-1.27443277,-0.02,0.037,0.003,3.945183821,-2.758913652,6.801952716,-2.547151212,0,0,0
10197,75,16:31.2,36.79879907,-1.27443277,0.004,0.007,-0.007,3.945183821,-2.346913652,7.522952716,-3.268151212,0,0,0
10198,75,16:31.3,36.79879907,-1.27443277,0.004,-0.021,0.036,3.945183821,-1.930913652,5.338952716,0.475848788,0,0,0
10199,75,16:31.4,36.79879907,-1.27443277,0.005,-0.033,-0.008,3.945183821,-1.415913652,1.939952716,-0.348151212,0,0,0
10200,75,16:31.5,36.79879907,-1.27443277,-0.004,0.028,-0.006,3.945183821,-1.831913652,4.851952716,-0.972151212,0,0,0
10201,75,16:31.7,36.79879907,-1.27443277,0.007,0.029,0,3.945183821,-1.103913652,7.867952716,-0.972151212,0,0,0
10202,75,16:31.8,36.79879907,-1.27443277,-0.005,-0.016,0.006,3.945183821,-1.618913652,6.219952716,-0.354151212,0,0,0
10203,75,16:31.9,36.79879907,-1.27443277,-0.007,-0.014,-0.004,3.945183821,-2.346913652,4.763952716,-0.770151212,0,0,0
10204,75,16:32.0,36.79879907,-1.27443277,0.004,-0.002,-0.016,3.945183821,-1.926913652,4.553952716,-2.450151212,0,0,0
10206,75,16:32.1,36.79871598,-1.2744456,0.004,0.002,-0.015,3.945183821,-1.514913652,4.759952716,-3.995151212,0,0,0
10207,75,16:32.2,36.79871598,-1.2744456,-0.006,0.017,0.01,3.945183821,-2.138913652,6.527952716,-2.955151212,0,0,0
10208,75,16:32.3,36.79871598,-1.2744456,0.009,-0.013,0.007,3.945183821,-1.193913652,5.162952716,-2.220151212,0,0,0
10209,75,16:32.4,36.79871598,-1.2744456,-0.013,0.013,0.018,3.945183821,-2.545913652,6.514952716,-0.348151212,0,0,0
10210,75,16:32.5,36.79871598,-1.2744456,0.002,-0.034,0.023,3.945183821,-2.341913652,3.046952716,1.997848788,0,0,0
10211,75,16:32.6,36.79871598,-1.2744456,0.012,0.003,0.01,3.945183821,-1.093913652,3.358952716,3.037848788,0,0,0
10212,75,16:32.7,36.79871598,-1.2744456,-0.013,0.045,-0.035,3.945183821,-2.445913652,8.038952716,-0.602151212,0,0,0
10213,75,16:32.8,36.79871598,-1.2744456,0.005,0,-0.016,3.945183821,-1.925913652,8.038952716,-2.266151212,0,0,0
10214,75,16:32.9,36.79871598,-1.2744456,0.007,-0.038,0.031,3.945183821,-1.197913652,4.086952716,0.957848788,0,0,0
10216,75,16:33.0,36.79863075,-1.27445884,-0.007,-0.016,-0.004,3.945183821,-1.967913652,2.326952716,0.517848788,0,0,0
10217,75,16:33.1,36.79863075,-1.27445884,0.012,-0.004,-0.018,3.945183821,-0.743913652,1.918952716,-1.318151212,0,0,0
10218,75,16:33.2,36.79863075,-1.27445884,-0.005,0.064,0.005,3.945183821,-1.268913652,8.638952716,-0.793151212,0,0,0
10219,75,16:33.3,36.79863075,-1.27445884,-0.003,-0.019,-0.011,3.945183821,-1.574913652,6.700952716,-1.915151212,0,0,0
10220,75,16:33.4,36.79863075,-1.27445884,-0.018,-0.011,0.022,3.945183821,-3.446913652,5.556952716,0.372848788,0,0,0
10221,75,16:33.5,36.79863075,-1.27445884,0.002,-0.023,0.01,3.945183821,-3.238913652,3.164952716,1.412848788,0,0,0
10222,75,16:33.6,36.79863075,-1.27445884,0.006,0.043,-0.038,3.945183821,-2.614913652,7.636952716,-2.539151212,0,0,0
10223,75,16:33.7,36.79863075,-1.27445884,0.019,0.005,-0.018,3.945183821,-0.619913652,8.161952716,-4.429151212,0,0,0
10224,75,16:33.8,36.79863075,-1.27445884,-0.017,-0.032,0.014,3.945183821,-2.370913652,4.865952716,-2.987151212,0,0,0
10225,75,16:33.9,36.79863075,-1.27445884,0.016,-0.034,0.027,3.945183821,-0.706913652,1.329952716,-0.179151212,0,0,0
10227,75,16:34.0,36.79854034,-1.27446982,-0.008,0.03,-0.016,3.945183821,-1.530913652,4.419952716,-1.827151212,0,0,0
10228,75,16:34.1,36.79854034,-1.27446982,-0.004,0.039,0.012,3.945183821,-1.950913652,8.514952716,-0.567151212,0,0,0
10229,75,16:34.3,36.79854034,-1.27446982,-0.012,-0.025,-0.018,3.945183821,-3.174913652,5.964952716,-2.403151212,0,0,0
10230,75,16:34.4,36.79854034,-1.27446982,0.018,-0.052,0.004,3.945183821,-1.338913652,0.660952716,-1.995151212,0,0,0
